Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,KHATALWADI,2,COMMERCIAL,6,4,78,11.5
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,KOULASNALA PROJ,2,COMMERCIAL,3,0,0,3.0
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,KOWLAS,2,COMMERCIAL,45,38,7961,101.7
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,LADEGAON,2,COMMERCIAL,17,15,1872,72.76
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,LONGAON,2,COMMERCIAL,5,4,171,5.76
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,MADAPOOR,2,COMMERCIAL,2,0,0,2.712
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,MAILAR,2,COMMERCIAL,1,1,822,5.0
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,MAIPUR,2,COMMERCIAL,1,0,0,0.24
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,MOHMADABAD,2,COMMERCIAL,31,29,7731,55.433
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,RAJIPET,2,COMMERCIAL,22,20,716,38.79
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,RAJIPET SC COLONY,2,COMMERCIAL,123,116,6345,152.476
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,RAM NAGAR,2,COMMERCIAL,43,41,3669,77.496
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,SAI NAGAR COLONY,2,COMMERCIAL,71,69,5543,108.05
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,SARWAPOOR,2,COMMERCIAL,2,2,61,3.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,SEETHARAMPUR,2,COMMERCIAL,44,43,6624,192.09
